qa1,qa2,qa3,qa4,q1,q2,q3,q4,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q5h,q5i,q5j,q10,q11,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q15j,q15k,q15l,q15m,q15n,q15o,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,poids
5,1, ,4,1,1, ,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3, , ,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,3,1,2,1,2,7,1,4,1.05647707
2,1, ,3,1,1, ,1,2,3,4,1,2,4,2,5,3,1,1,1,1,1,1,3,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2, ,1,3,5,2,2,1.99728775
6,2, ,4,1,1, ,1,2,4,1,1,1,4,3,1,4,1,3,3,3,3,4,4,4,2,3,4,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,1,1,1,1,1,2,1,2,4,1,3,1.124882817
6,2, ,2,1,1, ,2,2,4,1,2,1,4,1,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,1,3,1,2,4, ,1,1,5,1,3,0.666213214
4,2, ,4,1,1, ,2,5,6,1,6,1,6,1,6,6,1,2,3,2,2,1,2,1,1,1,3,1,1,2,3,2,3,2,4,2,2,1,3,3,2,2,2,2,2,1,1,1,1,2,1,2,4,1,3,1.177266717
7,2, ,2,2,4, ,4,2,4,1,1,1,4,3,1,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,3,2,1,1,2,2,1,1,1,2,1,3,4,2,4, ,2,3,1,1,1,0.804237127
5,2, ,2,1,1, ,2,2,6,1,1,1,4,6,6,6,4,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,1,2,2,2,1,2,1,1,1,4,1,2,1,2,1,3,3,1,2,0.611408412
5,2, ,4,2,2, ,3,2,3,2,3,3,4,2,2,4,3,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,3,2,3,1,3,2,3,1,1,1,2,1,4,3,2,5, ,2,3,1,1,2,1.032346487
5,2, ,1,1,2, ,3,2,4,1,2,1,3,2,1,4,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,3,4,3,1,3,4,3,2,2,1,2,1,4,3,2,1,2,2,3,2,1,1,0.69930023
6,2, ,1,1,1, ,1,2,4,1,2,1,4,1,2,3,2,2,3,2,3,2,2,4,4,3,3,2,3,2,2,3,3,1,3,2,3,2,1,1,2,4,2,2,2,1,2,3,4, ,1,1,9,1,2,0.761983514
6,2, ,1,2,6,6,4,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6, ,2,2,1,1,1,0.761983514
6,2, ,2,1,1, ,2,2,4,1,1,2,4,2,2,1,5,3,3,3,4,3,1,3,3,3,4,2,2,1,3,2,3,3,4,2,3,2,2,3,3,2,2,1,2,1,2,2,1,2,1,5,2,1,2,0.666213214
5,2, ,1,2,6,6,3,2,4,1,2,1,4,3,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,1,1,3,3,1,1,1,2,2,1,2,3,1,2,1,1,8,1,2,0.69930023
3,2, ,4,1,6,6,3,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,3,2,2,3,1,1,2,2,2,1,1,2,2,1,6,1,6, ,2,2,1,2,1,1.934108019
7,2, ,1,2,1, ,2,2,4,4,3,1,4,4,2,4,1,3,3,3,4,3,1,2,3,2,4,2,3,3,1,3,1,1,3,2,4,3,1,2,3,3,2,2,2,1,1,3,4, ,1,3,3,1,2,0.919848382
3,2, ,2,1,6,6,2,6,6,6,6,6,6,6,6,6,6,3,2,2,3,3,2,3,2,2,2,2,3,2,2,3,1,1,1,2,3,3,2,2,3,3,2,2,1,1,6,2,1,2,1,1,5,1,3,0.623749137
3,2, ,2,2,6,6,4,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,2,1,3, ,1,7, ,2,2,1,1,1,0.623749137
4,2, ,2,2,1, ,3,5,4,5,3,1,4,2,5,4,1,1,2,1,2,2,1,1,1,1,2,2,1,1,4,2,4,4,4,3,2,2,4,3,2,2,1,2,2,1,1,3,1,2,1,2,8,1,2,0.697237551
3,2, ,1,1,6,4,3,2,4,3,2,1,4,3,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,3,1,2,3,4,2,1,1,2,1,1,5,3,1,2,1,1,4,1,2,0.713415027
6,2, ,1,2,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,2,2,3,1,2,0.761983514
6,2, ,4,1,1, ,2,1,1,1,2,1,4,1,1,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,4,2,2,3,2,3,2,2,2,2,2,1,1,2,4, ,1,4,3,1,2,1.124882817
2,1,123,3,2,6,1,2,2,3,3,2,3,4,2,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,1,2, ,1,2,2,2,2,1.99728775
3,2, ,1,1,3, ,3,3,2,2,3,2,2,1,3,1,2,2,2,1,2,3,3,2,4,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,3,2,2,2,1,6,3,1,1,2,4,2,3,2,1.310143232
6,2, ,1,2,3, ,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,3,3,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,9,1,2,0.761983514
3,2, ,2,1,1, ,2,2,4,1,2,2,4,3,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,3,2,2,3,4,4,1,2,3,2,2,2,2,2,1,2,1,3,1,1,2,2,4,1,3,0.623749137
5,2, ,4,2,4, ,2,2,4,4,2,1,4,3,2,4,4,2,2,1,1,2,2,2,1,2,3,1,1,1,3,2,3,3,3,3,2,2,3,4,2,2,2,2,1,2,4,3,6, ,2,2,3,1,3,1.032346487
6,2, ,1,2,6,6,3,2,5,5,3,6,4,6,5,5,6,2,2,2,3,2,2,3,3,3,3,2,1,1,3,2,4,3,3,3,2,2,3,3,1,2,2,2,2,1,6,2,1,1,1,2,9,1,3,0.761983514
5,2, ,4,1,6,2,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,4,2,3,2,3,1,3,3,1,1,3,3,3,3,1,2,3,3,2,2,2,1,3,1,1,1,1,2,5,1,3,1.032346487
5,2, ,4,1,1, ,2,2,5,5,5,2,2,3,5,5,2,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,4,4,1,3,1,1,4,1,1,1,1,2,2,1,6,3,7, ,1,2,8,1,3,1.032346487
3,2, ,1,1,4, ,3,1,4,4,2,3,4,1,1,4,4,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,4,2,3,3,1,2,2,3,3,3,2,2,1,3,4,3,2, ,1,1,3,1,2,0.713415027
3,1, ,4,1,3, ,2,4,2,2,2,4,4,4,2,2,2,3,2,3,3,3,3,4,4,3,2,1,2,2,2,2,2,3,3,2,2,1,2,3,3,2,1,1,2,1,2,2,1,1,1,3,4,1,2,1.654735684
4,2, ,4,1,4, ,3,1,4,3,2,3,4,2,1,6,4,1,2,1,2,3,3,3,1,2,3,1,1,1,3,2,3,3,4,3,1,2,3,2,3,2,1,2,1,1,4,3,1,2,1,2,4,1,3,1.177266717
5,2, ,4,1,1, ,2,2,4,1,2,1,3,2,2,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,4,4,3,1,2,4,3,2,1,1,2,2,1,5,3,4, ,1,2,9,1,3,1.032346487
3,2, ,4,1,3, ,2,1,4,4,3,2,4,2,1,4,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,2,4,2,3,3,1,1,2,3,2,2,1,2,2,1,2,3,1,1,1,1,6,1,3,1.053183079
3,1, ,2,1,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,6,3,3, ,2,3,1,1,1,0.980017841
4,1, ,1,1,2, ,3,1,4,3,2,3,3,3,1,3,3,1,2,1,2,1,2,2,1,2,2,1,3,1,1,3,4,3,2,1,1,3,3,1,2,1,1,2,1,4,3,3,1,1,1,2,8,1,3,0.951485813
5,2, ,2,1,1, ,2,3,4,4,3,1,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,3,5,3,2,1.122813344
5,1, ,2,2,6,6,2,6,6,6,6,6,6,6,6,6,6,3,2,2,4,3,3,3,2,3,4,3,1,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,1,6,1,1,2,1,3,1,1,2,0.625699759
5,1, ,2,2,5, ,3,2,6,1,1,6,4,6,2,6,6,1,3,2,3,3,2,2,1,1,3,1,1,1,2,2,3,2,4,3,2,1,2,4,2,2,2,2,1,3,5,2,7, ,2,3,1,1,2,0.625699759
4,2, ,1,2,3, ,2,1,4,4,4,2,4,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,3,1,1,4,2,1,1,1,2,1,3,2,2,1,2,2,4,2,1,1,0.797467113
5,1, ,4,1,1, ,2,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,6,1,3,1.05647707
3,2, ,1,1,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3, ,2,3,1,1,2,0.713415027
3,2, ,4,1,3, ,2,5,5,5,3,5,1,3,2,5,5,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,3,4,4,4,1,3,3,3,2,1,1,2,2,1,2,2,1,2,2,3,3,1,2,1.053183079
3,2, ,1,1,1, ,2,2,4,3,2,1,4,3,2,4,6,2,2,1,2,3,2,4,2,4,3,1,2,2,3,2,2,3,4,3,2,1,3,3,2,2,1,2,2,1,3,3,1,2,2,4,3,1,2,0.713415027
5,2, ,4,2,2, ,3,2,3,1,2,3,1,3,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,4,1,2,2,2,1,1,2,2,1,4,1,1,5, ,2,1,2,1,2,1.032346487
3,2, ,4,2,1, ,2,2,6,6,2,6,3,2,2,1,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,4,2,2,1,3,1,2,2,2,2,2,1,1,2,1,1,1,2,5,1,3,1.053183079
4,1, ,1,1,4, ,1,2,1,1,2,4,1,3,3,2,2,2,1,2,2,3,2,3,3,2,1,2,2,2,3,2,2,2,2,2,3,2,2,1,2,1,1,1,2,3,2,3,1,2,1,2,4,1,3,0.951485813
6,2, ,1,2,3, ,3,2,4,1,2,3,4,2,1,4,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,3,4,3,1,3,2,3,1,1,2,2,1,1,2,2,1,2,1,4,4,1,2,0.761983514
3,2, ,2,1,6,6,2,6,6,6,6,6,6,6,6,6,6,3,3,2,2,2,2,3,2,2,3,1,1,2,4,2,3,2,4,3,2,2,3,2,2,3,2,2,1,1,1,2,1,2,1,1,5,1,4,0.623749137
2,2, ,4,1,1, ,2,2,1,3,4,1,3,3,6,1,1,2,2,2,2,3,2,3,2,1,3,2,2,1,3,2,3,2,3,3,2,2,3,3,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2.778412342
5,1, ,2,2,6,1,2,2,4,3,6,4,4,2,6,6,3,2,3,1,3,3,2,1,3,2,2,1,2,1,2,1,2,2,3,3,1,1,3,2,3,1,1,2,1,1,6,1,2, ,1,4,2,1,3,0.625699759
5,1, ,2,1,1, ,2,2,1,3,2,3,1,3,2,4,4,3,4,2,3,1,2,5,4,4,1,3,2,3,2,4,3,2,3,4,2,1,1,2,3,3,1,1,1,2,4,2,1,2,1,2,7,1,3,0.625699759
3,2, ,1,1,4, ,2,2,4,3,3,4,4,3,2,4,4,3,3,2,4,2,4,3,4,3,3,3,3,3,4,3,2,1,3,2,3,4,1,2,3,3,1,1,2,1,4,1,6, ,2,2,3,1,2,0.713415027
5,1, ,4,1,6,6,3,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,1,1,2,3,3,1,1,1.05647707
5,2, ,1,1,5, ,2,6,6,6,6,6,6,2,5,6,6,4,4,4,3,5,3,3,4,3,3,2,4,4,3,4,4,2,1,3,4,4,4,3,2,1,1,1,1,2,6,2,3, ,2,4,2,1,1,0.69930023
4,1, ,4,1,1, ,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,3,2,2,1,1,2,1,2,1,2,2,1,4,1,2,1.404640555
4,1, ,4,2,5, ,4,6,6,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,5,3,1,2,1,2,9,1,3,1.404640555
4,2, ,4,1,1, ,2,2,3,2,2,4,1,2,1,3,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,1,1,1,4,5,1,2,1.177266717
4,1, ,3,1,1, ,2,2,4,1,1,1,4,5,1,1,1,1,2,1,1,2,3,3,2,1,2,1,1,1,3,1,2,3,4,4,2,2,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,3,0.556885123
5,1, ,4,1,1, ,2,2,4,1,2,1,4,3,1,1,1,2,2,2,2,3,2,2,3,2,3,2,2,2,2,4,1,2,3,2,3,2,2,2,1,3,2,1,2,1,1,1,4, ,2,3,1,1,2,1.05647707
4,1, ,2,2,6,4,2,2,4,1,1,3,3,4,2,4,6,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,1,3,3,2,1,1,2,1,4,2,1,1,1,2,7,1,3,0.831898987
5,1, ,2,2,4, ,3,2,4,4,3,3,4,3,2,4,3,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,3,6,1,2,0.625699759
3,2, ,3,1,1, ,1,2,4,1,1,1,1,3,1,6,1,2,2,1,1,2,2,2,3,3,2,1,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,5,1,2,0.417546809
3,1, ,4,2,5, ,2,5,1,1,5,1,4,3,5,5,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,4,1,4,2,1,1,1,2,1,1,1,2,1,3,5,2,1,2,2,1,9,1,2,1.654735684
4,2, ,4,2,1, ,2,3,4,1,2,1,4,2,1,1,1,2,3,3,4,3,1,1,3,2,3,2,1,1,3,4,1,2,4,2,2,3,2,3,3,2,2,2,2,1,1,2,1,2,1,2,6,1,3,1.177266717
5,2, ,4,2,4, ,3,2,6,5,2,1,4,2,2,1,4,4,1,1,1,2,1,2,1,2,1,1,2,1,2,3,2,3,4,3,3,2,2,3,1,1,2,2,1,4,3,1,6, ,1,1,1, ,2,1.895841956
5,2, ,2,2,4, ,3,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,1,1,2,1,1,5,1,1,1,2,3,3,1,1,0.611408412
4,2, ,4,1,6,5,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,6,2,1,2,1,2,8,1,3,1.177266717
5,1, ,1,2,2, ,4,2,6,6,6,6,6,6,6,6,6,4,4,1,5,5,1,1,2,1,4,1,1,4,4,1,1,4,4,1,4,4,1,4,1,1,2,2,1,4,3,3,1,2,2,1,3,1,2,0.715646088
5,1, ,4,2,6,5,2,2,4,1,2,4,4,3,2,1,6,2,2,2,2,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,1,1,2,1,3,2,1,2,1.05647707
4,1, ,4,1,1, ,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,3,2,4,3,3,2,2,2,2,2,1,1,1,2,4,4,1,1,4,2,2,2,2,1,1,3,1,1,1,2,7,1,3,1.404640555
5,2, ,1,1,4, ,2,2,4,4,4,4,4,1,2,4,4,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3,2,2,2,2,2,1,1,1,2,1,3,6,2,6, ,2,1,2,1,1,0.69930023
5,1, ,4,1,1, ,2,1,4,1,2,1,4,1,1,4,1,3,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4, ,1,2,8,1,4,1.05647707
5,1, ,2,1,1, ,2,2,4,1,1,1,4,1,1,4,1,3,3,3,2,4,3,4,2,4,3,1,2,1,2,2,3,3,3,2,1,3,3,3,2,2,1,2,2,1,1,2,1,1,1,4,4,1,2,0.625699759
4,2, ,1,1,1, ,3,2,4,1,1,2,4,3,2,4,6,2,1,1,2,1,1,2,1,3,3,1,2,2,2,2,3,3,1,3,2,2,2,3,3,2,2,2,2,1,2,2,1,2,1,4,9,1,1,0.797467113
5,2, ,4,1,1, ,2,2,5,4,2,1,5,3,5,5,5,2,2,1,3,2,1,2,1,1,2,1,1,1,1,2,3,3,3,2,1,1,2,2,3,1,2,2,1,2,1,2,1,1,2,3,2,1,1,1.032346487
4,1, ,3,2,6,6,3,2,4,5,2,6,6,2,2,6,6,3,3,2,3,3,3,3,3,4,4,3,2,2,2,3,1,2,4,2,3,1,1,2,2,3,2,1,1,4,6,1,4, ,1,2,5,1,2,0.556885123
3,1, ,4,1,1, ,2,1,4,1,2,1,4,1,1,5,1,3,3,3,3,4,3,3,3,3,4,3,3,2,2,4,1,2,2,2,4,3,2,2,3,4,2,2,1,3,1,2,1,2,1,5,2,1,2,1.654735684
4,2, ,4,2,6,5,3,2,5,4,5,1,4,3,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,3,1,1,1,1,1,2,6,2,2, ,1,5,2,1,2,1.177266717
3,2, ,4,1,6,6,2,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1,2,2,2,2,1,1,2,2,1,4,1,2,2,1,2,1,3,2,2,1,2,1,1,6,1,1,2,1,2,3,1,3,1.053183079
2,2, ,4,2,1, ,2,2,4,1,2,4,4,3,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,3, ,1,5,8,1,2,2.778412342
3,2, ,4,2,4, ,4,1,4,4,2,4,4,2,3,4,4,1,2,1,1,2,1,1,2,1,3,1,1,1,2,1,4,3,3,2,1,2,3,2,2,1,1,2,2,3,4,2,1,2,2,1,3,1,2,1.053183079
4,1, ,4,1,2, ,2,2,3,1,2,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,3,3,3,2,2,2,2,2,2,1,2,2,1,4,3,1,2, ,1,2,5,1,2,1.404640555
3,2, ,4,1,1, ,2,2,3,1,2,1,4,2,2,3,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,3,3,2,3,1,1,3,3,2,1,1,2,1,1,1,3,1,1,2,1,4,1,3,1.053183079
5,2, ,4,2,5, ,4,5,6,6,6,6,6,6,6,6,6,2,2,3,1,1,1,2,1,3,1,1,2,1,1,1,4,1,3,2,2,4,1,3,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,1.032346487
5,1, ,1,2,4, ,2,1,4,1,6,1,2,3,1,4,4,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,1,2,2,3,1,2,2,2,2,3,2,2,2,1,4,2,6, ,2,3,1,1,1,0.715646088
5,2, ,4,2,6,6,4,6,6,6,6,6,6,6,6,6,6,2,3,2,1,2,2,3,2,1,4,2,1,2,1,3,3,4,4,3,2,2,3,2,2,3,2,1,2,1,6,1,1,1,1,1,3,1,3,1.032346487
3,1, ,3,1,1, ,1,2,4,1,3,1,4,3,2,4,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,2,4,1,3,2,1,2,1,1,3,3,1,2,1,1,1,3,1,2,1,1,6,1,3,0.65603888
4,2, ,4,2,6,5,3,6,4,2,6,4,6,1,2,3,2,2,3,4,2,1,2,3,1,3,2,1,2,3,3,2,1,2,2,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,2,3,2,2,2,2.161978483
3,1, ,1,1,2, ,2,3,3,4,3,3,3,4,4,3,4,2,2,2,4,3,1,5,4,5,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,3,1,1,2,5,4,1,3,1.120898485
4,2, ,4,2,4, ,2,2,4,1,5,5,5,5,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,4,1,3,3,1,2,1,3,1,2,1,2,1,3,4,2,7, ,2,5,5,1,3,1.177266717
4,2, ,4,2,1, ,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,3,2,1,2,2,1,1,1,1,2,1,3,3,2,1,2.161978483
3,1, ,3,1,4, ,1,2,3,2,2,3,2,2,2,1,1,1,1,2,3,3,2,1,2,3,2,3,2,2,2,4,4,3,2,3,3,3,1,1,3,2,1,1,2,2,4,2,1,1,1,2,3,1,3,0.65603888
5,1, ,4,1,4, ,3,2,4,4,2,4,4,2,2,1,4,2,2,1,1,2,2,2,2,2,2,1,2,1,3,1,3,3,3,3,1,1,3,2,1,3,1,2,1,2,4,2,1,2,1,2,6,1,3,1.05647707
2,2, ,2,1,4, ,2,2,4,3,1,3,4,3,2,1,4,1,1,1,1,1,1,1,2,1,2,1,1,1,4,2,3,2,2,2,1,1,3,2,2,1,2,2,1,2,4,3,3, ,2,5,5,1,2,1.645516038
5,2, ,4,1,6,6,2,2,6,1,6,3,6,6,6,6,6,1,1,2,1,2,2,2, ,2,2,1,2,1,2,1,3,2,4,3,1,3,1,3,1,1,2,2,1,3,6,1,4, ,1,1,2,1,2,1.032346487
3,1, ,4,2,3, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,5, ,1,5,3,1,4,1.654735684
5,2, ,4,1,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,3,3,2,2,2,2,2,1,3,1,2,7, ,2,5,3,1,3,1.032346487
5,2, ,1,2,4, ,2,2,3,3,3,3,3,4,3,3,4,1,2,1,1,1,1,1,2,2,3,1,2,1,1,2,3,2,2,2,2,2,2,3,2,2,2,2,1,3,3,1,1,1,2,4,3,1,2,0.69930023
3,1, ,2,1,6,6,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,1,1,6,3,3, ,1,3,4,1,1,0.980017841
3,2, ,3,1,3, ,2,1,3,5,1,2,4,5,2,4,4,1,2,1,2,1,3,2,2,1,3,1,1,2,1,3,3,1,4,1,1,1,4,1,2,1,2,2,2,3,3,2,4, ,1,3,7,2,2,0.766799629
4,2, ,1,1,3, ,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,3,3,2,1,3,2,1,2,2,2,2,1,6,3,1,2,2,1,9,1,2,0.797467113
3,2, ,4,1,5, ,3,1,3,2,1,2,4,1,1,6,6,2,2,2,2,2,4,2,2,2,1,2,1,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,1,1,3,3,3, ,2,5,9,1,3,1.053183079
2,2, ,2,2,6,6,2,2,6,6,2,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,3,2,2,2,3,1,2,1,2,2,1,6,2,3, ,2,5,9,1,2,1.645516038
5,1, ,4,2,2, ,3,2,4,4,4,1,6,3,2,4,3,1,2,1,1,1,1,1,1,1,2,1,2,1,3,1,3,2,3,3,1,3,3,2,2,1,2,2,1,4,3,2,4, ,1,3,1,1,2,1.05647707
5,1, ,2,1,1, ,2,5,4,1,2,1,1,2,5,5,1,1,2,1,1,1,1,1,1,2,3,2,2,1,3,2,2,3,2,3,2,2,3,1,1,2,2,2,1,1,1,3,1,1,1,2,6,1,3,0.625699759
4,1, ,3,1,2, ,2,3,2,3,2,2,3,2,3,3,6,2,2,2,2,3,2,3,2,3,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,3,2,1,2,2,3,2,1,1,0.556885123
5,1, ,1,1,3, ,2,2,4,1,2,1,4,3,2,4,2,2,2,2,2,2,1,3,2,2,2,1,1,2,3,2,1,2,1,3,2,2,3,2,2,2,1,2,2,1,2,2,1,1,1,2,5,1,3,0.715646088
2,1, ,3,1,1, ,1,3,2,2,2,2,1,3,1,4,1,2,3,2,2,1,3,3,2,3,2,2,3,1,2,3,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,5,1,3,1.087590218
4,1, ,4,1,1, ,2,2,1,1,2,1,4,3,2,1,1,3,4,3,3,3,4,3,4,4,3,3,2,2,2,3,1,1,2,2,3,1,1,3,4,4,2,2,1,2,1,3,1,1,1,3,2,1,1,1.404640555
4,2, ,4,2,6,6,3,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,2,3,3,1,2,3,3,1,2,2,2,2,1,6,2,1,1,1,4,3,1,2,1.177266717
3,1, ,2,1,1, ,2,1,1,1,1,1,1,1,1,1,1,3,3,2,4,2,2,2,1,2,2,2,2,1,2,2,2,4,1,1,2,2,3,2,3,2,2,1,1,3,1,2,1,2,1,3,2,1,2,0.980017841
3,1, ,1,2,5, ,2,3,3,1,4,3,3,5,4,3,3,1,1,1,2,1,4,3,1,1,1,2,2,2,2,1,2,1,2,2,3,3,3,2,3,1,2,2,2,2,3,2,3, ,2,2,6,2,2,2.058460951
5,2, ,4,1,6,6,2,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,4,3,2,7, ,1,1,9,1,4,1.032346487
3,1, ,1,1,3, ,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,1,2,1.120898485
5,2, ,3,1,1, ,2,2,6,1,3,1,4,3,2,4,1,2,2,2,2,2,1,1,2,1,3,1,2,1,2,2,1,2,3,2,2,3,2,3,2,2,2,2,2,1,1,2,1,1,1,3,4,1,2,0.409285843
